REPLICA,HARDWARE,CPU,MEM,ARCH,BATCH,NUM_BATCH_THREADS,MAX_ENQUEUED_BATCHES,INTRA_OP_PARALLELISM,INTER_OP_PARALLELISM,SLA,p99_latency,capacity,saturation_tp,timestamp
1,cpu,13,2G,101,1,13,1000000,1,13,750,676.76,65,67,2023-02-21T13:21:13.896790
1,cpu,13,2G,101,1,13,1000000,1,13,1000,676.76,65,67,2023-02-21T13:21:23.907929
1,cpu,13,2G,101,1,13,1000000,1,13,1500,1148.28,66,67,2023-02-21T13:21:33.918810
1,cpu,13,2.25G,152,1,13,1000000,1,13,500,391.72,35,50,2023-02-21T13:25:01.114311
1,cpu,13,2.25G,152,1,13,1000000,1,13,750,697.74,46,50,2023-02-21T13:26:19.550647
1,cpu,13,2.25G,152,1,13,1000000,1,13,1000,697.74,46,50,2023-02-21T13:26:29.560012
1,cpu,13,2.25G,152,1,13,1000000,1,13,1500,1250.74,48,50,2023-02-21T13:26:57.173302
1,cpu,14,1G,18,1,14,1000000,1,14,500,355.26,344,288,2023-02-21T13:30:33.985398
1,cpu,14,1G,18,1,14,1000000,1,14,750,355.26,344,288,2023-02-21T13:30:43.997566
1,cpu,14,1G,18,1,14,1000000,1,14,1000,355.26,344,288,2023-02-21T13:30:54.009741
1,cpu,14,1G,18,1,14,1000000,1,14,1500,1069.43,345,288,2023-02-21T13:31:04.022162
1,cpu,14,1.25G,34,1,14,1000000,1,14,500,454.84,175,166,2023-02-21T13:34:19.181034
1,cpu,14,1.25G,34,1,14,1000000,1,14,750,579.18,184,166,2023-02-21T13:35:26.293504
1,cpu,14,1.25G,34,1,14,1000000,1,14,1000,579.18,184,166,2023-02-21T13:35:36.304755
1,cpu,14,1.25G,34,1,14,1000000,1,14,1500,1222.06,185,166,2023-02-21T13:36:04.996954
1,cpu,14,1.5G,50,1,14,1000000,1,14,500,391.02,134,131,2023-02-21T13:39:06.145885
1,cpu,14,1.5G,50,1,14,1000000,1,14,750,677.48,145,131,2023-02-21T13:40:11.810624
1,cpu,14,1.5G,50,1,14,1000000,1,14,1000,677.48,145,131,2023-02-21T13:40:21.821857
1,cpu,14,1.5G,50,1,14,1000000,1,14,1500,1201.73,151,131,2023-02-21T13:41:10.963898
1,cpu,14,2G,101,1,14,1000000,1,14,500,385.42,65,74,2023-02-21T13:44:14.211290
1,cpu,14,2G,101,1,14,1000000,1,14,750,660.39,71,74,2023-02-21T13:44:58.968881
1,cpu,14,2G,101,1,14,1000000,1,14,1000,849.88,72,74,2023-02-21T13:45:26.443483
1,cpu,14,2G,101,1,14,1000000,1,14,1500,1203.05,73,74,2023-02-21T13:45:36.454550
1,cpu,14,2.25G,152,1,14,1000000,1,14,500,391.72,45,56,2023-02-21T13:49:00.878578
1,cpu,14,2.25G,152,1,14,1000000,1,14,750,690.61,49,56,2023-02-21T13:49:45.247021
1,cpu,14,2.25G,152,1,14,1000000,1,14,1000,693.07,53,56,2023-02-21T13:50:29.614353
1,cpu,14,2.25G,152,1,14,1000000,1,14,1500,1212.5,54,56,2023-02-21T13:50:57.517961
1,cpu,15,1G,18,1,15,1000000,1,15,500,350.04,359,300,2023-02-21T13:54:35.734862
1,cpu,15,1G,18,1,15,1000000,1,15,750,350.04,359,300,2023-02-21T13:54:45.743858
1,cpu,15,1G,18,1,15,1000000,1,15,1000,350.04,359,300,2023-02-21T13:54:55.751780
1,cpu,15,1G,18,1,15,1000000,1,15,1500,350.04,359,300,2023-02-21T13:55:05.763065
1,cpu,15,1.25G,34,1,15,1000000,1,15,500,381.51,200,180,2023-02-21T13:58:21.855664
1,cpu,15,1.25G,34,1,15,1000000,1,15,750,686.2,208,180,2023-02-21T13:59:29.967271
1,cpu,15,1.25G,34,1,15,1000000,1,15,1000,686.2,208,180,2023-02-21T13:59:39.979682
1,cpu,15,1.25G,34,1,15,1000000,1,15,1500,1226.92,209,180,2023-02-21T13:59:49.991043
1,cpu,15,1.5G,50,1,15,1000000,1,15,500,363.24,140,134,2023-02-21T14:02:51.951018
1,cpu,15,1.5G,50,1,15,1000000,1,15,750,624.51,148,134,2023-02-21T14:03:57.104626
1,cpu,15,1.5G,50,1,15,1000000,1,15,1000,624.51,148,134,2023-02-21T14:04:07.115686
1,cpu,15,1.5G,50,1,15,1000000,1,15,1500,1080.76,149,134,2023-02-21T14:05:12.815013
1,cpu,15,2G,101,1,15,1000000,1,15,500,387.55,76,82,2023-02-21T14:08:14.973192
1,cpu,15,2G,101,1,15,1000000,1,15,750,646.85,78,82,2023-02-21T14:08:42.470476
1,cpu,15,2G,101,1,15,1000000,1,15,1000,646.85,78,82,2023-02-21T14:08:52.481730
1,cpu,15,2G,101,1,15,1000000,1,15,1500,682.74,81,82,2023-02-21T14:09:37.474949
1,cpu,15,2.25G,152,1,15,1000000,1,15,500,391.72,42,57,2023-02-21T14:12:49.522144
1,cpu,15,2.25G,152,1,15,1000000,1,15,750,693.55,53,57,2023-02-21T14:13:51.500679
1,cpu,15,2.25G,152,1,15,1000000,1,15,1000,693.55,53,57,2023-02-21T14:14:01.511650
1,cpu,15,2.25G,152,1,15,1000000,1,15,1500,1113.34,56,57,2023-02-21T14:14:28.864376
1,cpu,16,1G,18,1,16,1000000,1,16,500,303.7,385,322,2023-02-21T14:18:08.805378
1,cpu,16,1G,18,1,16,1000000,1,16,750,303.7,385,322,2023-02-21T14:18:18.816479
1,cpu,16,1G,18,1,16,1000000,1,16,1000,303.7,385,322,2023-02-21T14:18:28.825556
1,cpu,16,1G,18,1,16,1000000,1,16,1500,303.7,385,322,2023-02-21T14:18:38.836704
1,cpu,16,1.25G,34,1,16,1000000,1,16,500,386.64,202,186,2023-02-21T14:21:56.743586
1,cpu,16,1.25G,34,1,16,1000000,1,16,750,338.96,210,186,2023-02-21T14:23:23.294774
1,cpu,16,1.25G,34,1,16,1000000,1,16,1000,338.96,210,186,2023-02-21T14:23:33.306588
1,cpu,16,1.25G,34,1,16,1000000,1,16,1500,1125.08,215,186,2023-02-21T14:24:41.297702
1,cpu,16,1.5G,50,1,16,1000000,1,16,500,217.83,148,143,2023-02-21T14:28:01.791662
1,cpu,16,1.5G,50,1,16,1000000,1,16,750,688.56,162,143,2023-02-21T14:29:07.076229
1,cpu,16,1.5G,50,1,16,1000000,1,16,1000,688.56,162,143,2023-02-21T14:29:17.087477
1,cpu,16,1.5G,50,1,16,1000000,1,16,1500,1259.08,171,143,2023-02-21T14:30:23.784011
1,cpu,16,2G,101,1,16,1000000,1,16,500,381.22,72,83,2023-02-21T14:33:29.480921
1,cpu,16,2G,101,1,16,1000000,1,16,750,389.6,82,83,2023-02-21T14:34:32.148442
1,cpu,16,2G,101,1,16,1000000,1,16,1000,389.6,82,83,2023-02-21T14:34:42.159611
1,cpu,16,2G,101,1,16,1000000,1,16,1500,389.6,82,83,2023-02-21T14:34:52.170848
1,cpu,16,2.25G,152,1,16,1000000,1,16,500,391.72,47,62,2023-02-21T14:38:18.333799
1,cpu,16,2.25G,152,1,16,1000000,1,16,750,700.1,59,62,2023-02-21T14:39:20.146691
1,cpu,16,2.25G,152,1,16,1000000,1,16,1000,700.1,59,62,2023-02-21T14:39:30.157707
1,cpu,16,2.25G,152,1,16,1000000,1,16,1500,700.1,59,62,2023-02-21T14:39:40.169129
1,cpu,17,1G,18,1,17,1000000,1,17,500,241.32,402,336,2023-02-21T14:43:22.699236
1,cpu,17,1G,18,1,17,1000000,1,17,750,241.32,402,336,2023-02-21T14:43:32.710517
1,cpu,17,1G,18,1,17,1000000,1,17,1000,241.32,402,336,2023-02-21T14:43:42.721291
1,cpu,17,1G,18,1,17,1000000,1,17,1500,241.32,402,336,2023-02-21T14:43:52.732235
1,cpu,17,1.25G,34,1,17,1000000,1,17,500,393.46,232,201,2023-02-21T14:47:12.589978
1,cpu,17,1.25G,34,1,17,1000000,1,17,750,638.64,233,201,2023-02-21T14:47:22.601088
1,cpu,17,1.25G,34,1,17,1000000,1,17,1000,638.64,233,201,2023-02-21T14:47:32.612490
1,cpu,17,1.25G,34,1,17,1000000,1,17,1500,638.64,233,201,2023-02-21T14:47:42.623501
1,cpu,17,1.5G,50,1,17,1000000,1,17,500,355.99,155,147,2023-02-21T14:51:06.197081
1,cpu,17,1.5G,50,1,17,1000000,1,17,750,388.11,161,147,2023-02-21T14:52:11.405986
1,cpu,17,1.5G,50,1,17,1000000,1,17,1000,993.42,162,147,2023-02-21T14:52:21.417223
1,cpu,17,1.5G,50,1,17,1000000,1,17,1500,647.64,169,147,2023-02-21T14:53:27.902911
1,cpu,17,2G,101,1,17,1000000,1,17,500,368.69,75,90,2023-02-21T14:56:31.233411
1,cpu,17,2G,101,1,17,1000000,1,17,750,659.45,89,90,2023-02-21T14:57:51.534875
1,cpu,17,2G,101,1,17,1000000,1,17,1000,659.45,89,90,2023-02-21T14:58:01.543770
1,cpu,17,2G,101,1,17,1000000,1,17,1500,659.45,89,90,2023-02-21T14:58:11.555047
1,cpu,17,2.25G,152,1,17,1000000,1,17,500,391.72,41,62,2023-02-21T15:01:42.416046
1,cpu,17,2.25G,152,1,17,1000000,1,17,750,695.22,59,62,2023-02-21T15:03:01.330226
1,cpu,17,2.25G,152,1,17,1000000,1,17,1000,695.22,59,62,2023-02-21T15:03:11.342287
1,cpu,17,2.25G,152,1,17,1000000,1,17,1500,693.22,61,62,2023-02-21T15:03:38.666568
1,cpu,18,1G,18,1,18,1000000,1,18,500,202.08,431,360,2023-02-21T15:07:24.268097
1,cpu,18,1G,18,1,18,1000000,1,18,750,202.08,431,360,2023-02-21T15:07:34.279393
1,cpu,18,1G,18,1,18,1000000,1,18,1000,202.08,431,360,2023-02-21T15:07:44.290460
1,cpu,18,1G,18,1,18,1000000,1,18,1500,202.08,431,360,2023-02-21T15:07:54.301850
1,cpu,18,1.25G,34,1,18,1000000,1,18,500,383.9,228,206,2023-02-21T15:11:33.050086
1,cpu,18,1.25G,34,1,18,1000000,1,18,750,677.81,244,206,2023-02-21T15:13:00.876844
1,cpu,18,1.25G,34,1,18,1000000,1,18,1000,677.81,244,206,2023-02-21T15:13:10.888668
1,cpu,18,1.25G,34,1,18,1000000,1,18,1500,1210.29,245,206,2023-02-21T15:13:40.601539
1,cpu,18,1.5G,50,1,18,1000000,1,18,500,388.31,167,159,2023-02-21T15:17:04.367617
1,cpu,18,1.5G,50,1,18,1000000,1,18,750,701.06,177,159,2023-02-21T15:18:11.024670
1,cpu,18,1.5G,50,1,18,1000000,1,18,1000,701.06,177,159,2023-02-21T15:18:21.035676
1,cpu,18,1.5G,50,1,18,1000000,1,18,1500,1218.16,179,159,2023-02-21T15:18:49.783145
1,cpu,18,2G,101,1,18,1000000,1,18,500,388.22,87,93,2023-02-21T15:21:57.472260
1,cpu,18,2G,101,1,18,1000000,1,18,750,638.2,88,93,2023-02-21T15:22:25.091397
1,cpu,18,2G,101,1,18,1000000,1,18,1000,683.05,92,93,2023-02-21T15:23:10.434029
1,cpu,18,2G,101,1,18,1000000,1,18,1500,683.05,92,93,2023-02-21T15:23:20.445102
1,cpu,18,2.25G,152,1,18,1000000,1,18,500,391.72,51,67,2023-02-21T15:26:49.450978
1,cpu,18,2.25G,152,1,18,1000000,1,18,750,677.28,55,67,2023-02-21T15:27:33.900904
1,cpu,18,2.25G,152,1,18,1000000,1,18,1000,694.39,64,67,2023-02-21T15:28:36.034802
1,cpu,18,2.25G,152,1,18,1000000,1,18,1500,1087.85,65,67,2023-02-21T15:29:03.400674
1,cpu,19,1G,18,1,19,1000000,1,19,500,383.12,449,375,2023-02-21T15:33:10.132895
1,cpu,19,1G,18,1,19,1000000,1,19,750,383.12,449,375,2023-02-21T15:33:20.144020
1,cpu,19,1G,18,1,19,1000000,1,19,1000,383.12,449,375,2023-02-21T15:33:30.155234
1,cpu,19,1G,18,1,19,1000000,1,19,1500,383.12,449,375,2023-02-21T15:33:40.166381
1,cpu,19,1.25G,34,1,19,1000000,1,19,500,391.52,255,220,2023-02-21T15:37:01.657392
1,cpu,19,1.25G,34,1,19,1000000,1,19,750,666.62,257,220,2023-02-21T15:37:50.665131
1,cpu,19,1.25G,34,1,19,1000000,1,19,1000,666.62,257,220,2023-02-21T15:38:00.677614
1,cpu,19,1.25G,34,1,19,1000000,1,19,1500,1031.19,263,220,2023-02-21T15:39:09.816437
1,cpu,19,1.5G,50,1,19,1000000,1,19,500,445.4,171,166,2023-02-21T15:42:33.578470
1,cpu,19,1.5G,50,1,19,1000000,1,19,750,641.74,184,166,2023-02-21T15:43:40.186403
1,cpu,19,1.5G,50,1,19,1000000,1,19,1000,641.74,184,166,2023-02-21T15:43:50.197359
1,cpu,19,1.5G,50,1,19,1000000,1,19,1500,1086.71,193,166,2023-02-21T15:44:57.357908
1,cpu,19,2G,101,1,19,1000000,1,19,500,384.39,93,94,2023-02-21T15:48:23.103052
1,cpu,19,2G,101,1,19,1000000,1,19,750,384.39,93,94,2023-02-21T15:48:33.114354
1,cpu,19,2G,101,1,19,1000000,1,19,1000,384.39,93,94,2023-02-21T15:48:43.125941
1,cpu,19,2G,101,1,19,1000000,1,19,1500,384.39,93,94,2023-02-21T15:48:53.137234
1,cpu,19,2.25G,152,1,19,1000000,1,19,500,391.72,51,69,2023-02-21T15:52:25.811373
1,cpu,19,2.25G,152,1,19,1000000,1,19,750,694.59,61,69,2023-02-21T15:53:27.947250
1,cpu,19,2.25G,152,1,19,1000000,1,19,1000,694.59,61,69,2023-02-21T15:53:37.958192
1,cpu,19,2.25G,152,1,19,1000000,1,19,1500,1254.24,64,69,2023-02-21T15:54:22.855552
1,cpu,20,1G,18,1,20,1000000,1,20,500,363.37,473,395,2023-02-21T15:58:32.730835
1,cpu,20,1G,18,1,20,1000000,1,20,750,363.37,473,395,2023-02-21T15:58:42.742179
1,cpu,20,1G,18,1,20,1000000,1,20,1000,363.37,473,395,2023-02-21T15:58:52.753209
1,cpu,20,1G,18,1,20,1000000,1,20,1500,363.37,473,395,2023-02-21T15:59:02.764308
1,cpu,20,1.25G,34,1,20,1000000,1,20,500,341.75,244,217,2023-02-21T16:02:24.850396
1,cpu,20,1.25G,34,1,20,1000000,1,20,750,657.42,259,217,2023-02-21T16:03:53.413808
1,cpu,20,1.25G,34,1,20,1000000,1,20,1000,657.42,259,217,2023-02-21T16:04:03.424864
1,cpu,20,1.25G,34,1,20,1000000,1,20,1500,657.42,259,217,2023-02-21T16:04:13.435909
1,cpu,20,1.5G,50,1,20,1000000,1,20,500,376.3,182,174,2023-02-21T16:07:37.527362
1,cpu,20,1.5G,50,1,20,1000000,1,20,750,385.38,200,174,2023-02-21T16:09:03.644300
1,cpu,20,1.5G,50,1,20,1000000,1,20,1000,385.38,200,174,2023-02-21T16:09:13.655295
1,cpu,20,1.5G,50,1,20,1000000,1,20,1500,1260.02,207,174,2023-02-21T16:10:22.362187
1,cpu,20,2G,101,1,20,1000000,1,20,500,393.42,89,99,2023-02-21T16:13:29.724082
1,cpu,20,2G,101,1,20,1000000,1,20,750,393.37,98,99,2023-02-21T16:14:32.961905
1,cpu,20,2G,101,1,20,1000000,1,20,1000,393.37,98,99,2023-02-21T16:14:42.972969
1,cpu,20,2G,101,1,20,1000000,1,20,1500,393.37,98,99,2023-02-21T16:14:52.984029
1,cpu,20,2.25G,152,1,20,1000000,1,20,500,391.72,64,74,2023-02-21T16:18:23.519397
1,cpu,20,2.25G,152,1,20,1000000,1,20,750,661.65,67,74,2023-02-21T16:19:08.266771
1,cpu,20,2.25G,152,1,20,1000000,1,20,1000,688.3,70,74,2023-02-21T16:19:53.011442
1,cpu,20,2.25G,152,1,20,1000000,1,20,1500,1073.68,72,74,2023-02-21T16:20:20.858776
